name,address_line1,address_line2,city,state,zip,phone,Latitude,Longitude,web_address,recognition_status,patient_type,delivery_mode
Summerville Family YMCA,140 S. Cedar St.,None,Summerville ,SC,29483-6014,(843) 871-9622,42.7330747,-84.54650509999998,http://www.summervilleymca.org,Preliminary,Public ,In-Person
Carolina Diabetes & Kidney Center,635 W. Wesmark Blvd.,None,Sumter ,SC,29150,(803) 469-7500,33.952272,-80.39852200000001,http://cdkc.net/index.html,Full,Public ,In-Person
Good Samaritan Clinic,1316 Leaphart St.,None,W. Columbia,SC,29169,(803) 358-8339,33.9973821,-81.0788936,Unavailable,Preliminary,Public ,In-Person
Healthy Plate Cooking,1956 Long Creek Rd.,None,Wadmalaw Island,SC,29487,(843) 343-7556,32.678579,-80.11836,Unavailable,Pending,Public ,In-Person
"JBM, LLC dba Yorkville Pharmacy",822 B East Liberty St.,None,York ,SC,29745,(803) 628-7934,34.98537,-81.21989599999998,Unavailable,Pending,Public ,In-Person
Avera St Luke's Hospital,305 S State St,None,Aberdeen ,SD,57401,(605) 622-5161,45.4612449,-98.4780423,Unavailable,Pending,Public Employees ,Combination
Avera St Luke's Hospital,305 S State St,None,Aberdeen ,SD,57401,(605) 622-5161,45.4612449,-98.4780423,Unavailable,Full,Public Employees ,In-Person
Larson Manufacturing,2333 Eastbrook Dr.,None,Brookings ,SD,57006,(605) 692-6115,44.303173799999996,-96.7641193,Unavailable,Pending,Employees ,OnLine
Madison Regional Health System,323 SW 10th St.,None,Madison ,SD,57042,(605) 256-6551,43.991256400000005,-97.1179854,Unavailable,Pending,Public Employees Other ,In-Person
"South Dakota Urban Indian Health, Inc SDUIH",1714 Abbey Rd.,None,Pierre ,SD,57501,(605) 224-8841,44.38169420000001,-100.32179709999998,Unavailable,Pending,Public Other ,In-Person
Pine Ridge I.H.S. Hospital,East Hwy. 18,None,Pine Ridge,SD,57770,(605) 867-5131,47.3772326,-122.0821629,Unavailable,Preliminary,Other ,In-Person
Regional Health Medical Clinic Flormann Street,640 Flormann St.,None,Rapid City,SD,57701,(605) 755-3300,44.06498870000001,-103.2287414,Unavailable,Full,Public ,In-Person
Sioux San Hospital,3200 Canyon Lake Dr.,None,Rapid City,SD,57702,(605) 355-2411  Ext: 411 ,44.0741912,-103.271804,Unavailable,Preliminary,Other ,In-Person
The Medicine Shoppe Pharmacy,1304 Mount Rushmore Rd.,None,Rapid City,SD,57701,(605) 348-6305,44.0733292,-103.23194790000001,Unavailable,Pending,Public ,In-Person
Avera McKennan Hospital & University Health Center,1325 S Cliff Ave.,None,Sioux Falls,SD,57117,(605) 322-6578,43.5338219,-96.7136126,Unavailable,Pending,Employees Other ,Combination
Sanford Health Plan,300 Cherapa Pl. #201,None,Sioux Falls,SD,57103-2272,(605) 312-2779,43.550078899999995,-96.7237287,Unavailable,Preliminary,Employees Members ,In-Person
Sanford Health Plan,300 Cherapa Pl.,Suite 201,Sioux Falls,SD,57103,(605) 328-7183,43.5500662,-96.72356070000001,Unavailable,Pending,Employees Members Other ,Distance Learning
Sanford Medical Center,1305 West 18th St.,None,Sioux Falls,SD,57117,(605) 328-6147,43.5351478,-96.7425075,Unavailable,Pending,Public ,In-Person
Regional Health Diabetes - Spearfish,1420 N 10th St.,None,Spearfish ,SD,57783,(605) 644-4251,44.498616999999996,-103.8547446,Unavailable,Preliminary,Public ,In-Person
Starr Regional Medical Center Diabetes Program,1114 West Madison Ave.,None,Athens ,TN,37303,(423) 744-3249,35.441026799999996,-84.6066584,Unavailable,Full,Public ,In-Person
UT-TSU Extension Sullivan County,140 Spurgeon Ln.,None,Blountville ,TN,37617,(423) 574-1962,36.5051256,-82.3989661,Unavailable,Pending,Public ,In-Person
Manna Cafe Ministries,605 Providence Blvd.,None,Clarksville ,TN,37042,(931) 933-0970,36.5494062,-87.3794446,Unavailable,Pending,Public ,In-Person
Bridge 2 Health and Wellness,1159 Harrison Pike,507,Cleveland ,TN,37311,(423) 715-2058,35.161844200000004,-84.88773370000001,Unavailable,Pending,Public ,In-Person
Hope 80-20,2906 N Ocoee St.,None,Cleveland ,TN,37312,(877) 836-9355,35.1814557,-84.8606413,http://www.hope8020.com,Full,Public ,OnLine
"Compwell, LLC",91 Peyton Pkwy. Suite 104,None,Collierville ,TN,38017,(866) 528-4042,35.042584600000005,-89.7212313,Unavailable,Pending,Public Employees ,Distance Learning
Cumberland Diabetes Clinic,49 Cleaveland St.  Suite 340,None,Crossville ,TN,38555,(931) 459-7146,35.944146,-85.02259099999998,Unavailable,Pending,Public Employees ,In-Person
Williamson Medical Center,4321 Carothers Parkway,None,Franklin ,TN,37067,(615) 435-5580,35.9159533,-86.81943009999998,http://www.williamsonmedicalcenter.org,Full,Public ,In-Person
BMG Outpatient Care Center DPP,2100 Exter Rd.,None,Germantown,TN,38138,(901) 757-3428,35.0927505,-89.80148989999998,Unavailable,Full,Public ,In-Person
Ballad Health,1420 Tusculum Blvd.,None,Greeneville ,TN,37745,(423) 787-5195,36.1741198,-82.79043309999999,http://www.laughlinmemorial.org,Full,Public ,In-Person
"Galen Medical Group, PC",4976 Alpha Ln.,None,Hixson ,TN,37343-5470,(423) 954-9010,35.132483,-85.23620729999998,Unavailable,Preliminary,Public Employees ,Combination
Baptist Memorial Hospital-Carroll County,631 R.B. Wilson Dr.,Diabetes Education,Huntingdon ,TN,38344,(731) 986-7096,36.022853000000005,-88.412037,Unavailable,Full,Public ,In-Person
Fundamental Health Solutions LLC,541 Wiley Parker Road,None,Jackson,TN,38305,(731) 203-0708,35.663417100000004,-88.85161529999998,http://www.1healthyplan.com,Full,Public Members ,In-Person
University of TN Extension Washington County,206 W. Main St.,None,Jonesborough ,TN,37659,(423) 753-1680,42.9109192,-83.986561,Unavailable,Pending,Public ,In-Person
Greater Kingsport Family YMCA Wellmont Center,1840 Meadowview Pkwy,None,Kingsport,TN,37660,(423) 765-9757,36.512763299999996,-82.5647377,http://ymcakpt.org,Full,Public ,In-Person
Gibbs Pharmacy,1427-B Baddour Pkwy.,None,Lebanon ,TN,37087,(615) 449-3355,36.2200929,-86.33011009999998,Unavailable,Pending,Public Employees Other ,In-Person
"Perry County Medical Center, Inc.",115 East Brooklyn St.,None,Linden ,TN,37096,(931) 589-2104,35.6104744,-87.8377075,Unavailable,Pending,Public Employees Members ,In-Person
DarSalud LifeDOC,1068 Cresthaven Rd.,Suite 300,Memphis ,TN,38119,(901) 683-0024  Ext: 700138 ,35.1025765,-89.87445809999998,Unavailable,Pending,Members ,In-Person
Methodist LeBonheur Community Outreach,"850 Poplar Ave., Building 2",None,Memphis ,TN,38105,(901) 287-5650,35.147156200000005,-90.0317781,Unavailable,Full,Public ,In-Person
Shelby County Health Department,814 Jefferson Ave.,None,Memphis ,TN,38105,(901) 222-9272,35.142902,-90.0336375,Unavailable,Pending,Employees ,In-Person
US Diabetes Care,2231 Sandstone Dr.,None,Morristown ,TN,37814-0000,(423) 616-0625,42.8988532,-85.8375658,Unavailable,Pending,Public Employees ,In-Person
State of Tennessee Group Health Plan,"312 Rosa L. Parks Ave., 1900 WRS Tennessee Tower",None,Nashville ,TN,37243-1102,(615) 253-9937,36.1639086,-86.78482640000001,Unavailable,Full,Employees Members ,In-Person
Tennessee Department of Health-Mid-Cumberland Region,710 Hart Ln.,None,Nashville ,TN,37243-2649,(615) 650-7067,36.215783,-86.74118,Unavailable,Preliminary,Public ,In-Person
VUMC Faculty and Staff Health and Wellness,"1211 21st Avenue South, Suite 640 MAB",None,Nashville,TN,37212,(615) 343-8943,36.1424278,-86.80051619999998,http://healthandwellness.vanderbilt.edu/,Full,Employees ,In-Person
VUMC Faculty and Staff Health and Wellness,"1211 21st Ave. South, Suite 640 MAB",None,Nashville ,TN,37212,(615) 343-8943,36.1424278,-86.80051619999998,Unavailable,Full,Employees ,Distance Learning
Sevier County Health Department,719 Middle Creek Rd.,None,Sevierville ,TN,37821,(865) 453-1032  Ext: 6212 ,35.8545027,-83.5388455,Unavailable,Pending,Public ,In-Person
Surgoinsville Pharmacy,114 Bellamy Ave.,None,Surgoinsville ,TN,37873,(423) 345-0333,36.468719799999995,-82.8534822,Unavailable,Pending,Public Employees Members ,In-Person
Arlington-Mansfield Area YMCA,"1128 W. Pioneer Parkway, Suite H",None,Arlington,TX,76013,(817) 419-9629,32.7087307,-97.1213582,https://amaymca.org/programs/health-wellness/diabetes-prevention/,Full,Public ,In-Person
Austin Metropolitan YMCA,3208 Red River St. #200,None,Austin ,TX,78705,(512) 322-9622,30.291904600000002,-97.7271685,Unavailable,Pending,Public ,In-Person
Umemba Health,6725 Derby Downs Dr.,None,Austin ,TX,78747,(501) 912-7452,30.1504054,-97.7419885,http://www.umembahealth.com,Pending,Public Other ,Distance Learning
Matagorda Regional Medical Center,104 7th St.,None,Bay City,TX,77414,(979) 241-5700,38.8884669,-76.99593089999998,Unavailable,Pending,Public Employees Members ,In-Person
Excellent Way Health and Wellness Center,1595 s M. L. King jr Pkwy.,None,Beaumont ,TX,77701,(409) 678-1530,30.070107899999996,-94.0968215,http://2excellentway.com/cdc/,Preliminary,Public ,In-Person
Brownsville Community Health Center,191 East Price Rd.,None,Brownsville ,TX,78521,(956) 548-7400  Ext: 0763 ,25.9314958,-97.4625621,Unavailable,Pending,Public ,In-Person
Heart Institute of Brownsville Wellness Center,213 Heart Dr.,None,Brownsville ,TX,78520,(956) 504-3278,25.964433399999997,-97.5155246,Unavailable,Pending,Other ,In-Person
Proyecto Juan Diego,P.O. Box 8038,2216 Edu,Brownsville ,TX,78526,(956) 455-1977,,,Unavailable,Preliminary,Public ,In-Person
UT Health School of Public Health Brownsville,One West University Blvd.,None,Brownsville ,TX,78520,(956) 755-0601,25.8960613,-97.48802579999999,Unavailable,Pending,Public Employees Members ,In-Person
Health Promotion Co.,2008 E. Hebron Pkwy. Suite 100,None,Carrollton ,TX,75007,(469) 826-3376,33.024267,-96.8791382,Unavailable,Full,Public ,In-Person
Comanche County Medical Center,10201 N Hwy. 16,None,Comanche ,TX,76442,(254) 879-4900,,,Unavailable,Pending,Public ,In-Person
Lone Star Family Health Center,605 S. Conroe Medical Dr.,None,Conroe ,TX,77304,(936) 539-4004  Ext: 8453 ,30.2854351,-95.471432,Unavailable,Pending,Employees Other ,In-Person
Amistad Community Health Center,1533 S. Brownlee Blvd.,None,Corpus Christi,TX,78404,(361) 884-2422,27.775044800000003,-97.4049663,Unavailable,Full,Public ,In-Person
Baylor Scott and White-Health and Wellness Center,4500 Spring Ave.,None,Dallas,TX,75210,(214) 915-3200,32.773852500000004,-96.742083,http://BSWHealth.com/HealthandWellness,Full,Public ,In-Person
Community Council of Greater Dallas,"1341 W. Mockingbird, Suite 1000W",None,Dallas ,TX,75247,(214) 954-4229,,,Unavailable,Preliminary,Public ,In-Person
Dallas County Health & Human Services,2377 N. Stemmons Fwy.,None,Dallas ,TX,75207,(214) 819-1820,32.8032555,-96.8353292,https://www.dallascounty.org/Assets/uploads/docs/hhs/DiabetesPreventionProgramWebcontent.pdf,Pending,Public Employees ,Distance Learning
Prime Care Health Solutions,13601 Preston Rd.,Suite 520 West,Dallas ,TX,75240,(214) 613-2019,32.933445,-96.80663210000002,Unavailable,Pending,Public Employees Members ,In-Person
Prime Care Health Solutions LLC,13601 Preston Rd. #520 W,None,Dallas ,TX,75240,(214) 613-2019,32.933445,-96.80663210000002,http://www.dpp.primecarehs.com,Pending,Public Employees Members ,Distance Learning
YMCA of Metropolitan Dallas,601 N. Akard St,None,Dallas,TX,75201,(469) 276-8419,32.7848387,-96.8011078,https://ymcadallas.org/healthy_living/health_well-being__fitness/diabetes_prevention,Full,Public ,In-Person
Bienvivir Senior Health Services,2300 McKinley,None,El Paso,TX,79930,(915) 562-3444,31.8089711,-106.46975990000001,Unavailable,Preliminary,Public ,In-Person
Project Vida Health Center,3607 Rivera Ave.,None,El Paso,TX,79905,(915) 533-7057  Ext: 340 ,31.771549199999995,-106.4507557,Unavailable,Full,Public ,In-Person
Trinity Health Coaching,7362 Remcon Cir.,None,El Paso,TX,79912,(915) 861-6758,31.839346799999998,-106.5630568,https://www.trinityhealthcoaching.com/cdc,Pending,Public ,In-Person
BalanceLife a Division of JCOM,3320 Chalmette Ct.,None,Forest Hill,TX,76140,(682) 551-0568,38.7858687,-121.25486210000001,Unavailable,Pending,Public ,In-Person
YMCA of Metropolitan Fort Worth,512 Lamar Street  Suite 400,None,Fort Worth,TX,76102,(817) 335-9622,32.752379,-97.3343561,http://www.ymcafw.org,Preliminary,Public ,In-Person
Hometown Pharmacy,1201 Olive St,None,Gainesville,TX,76240,(940) 668-7384,39.759125,-94.84532,http://www.hometownpharmacytx.com,Full,Public ,In-Person
University of Texas Medical Branch,301 University Blvd.,None,Galveston ,TX,77555-1060,(409) 772-1101,29.312115500000004,-94.7731229,http://www.utmb.edu,Full,Public ,In-Person
University of Texas Medical Branch,301 University Blvd.,None,Galveston ,TX,77555,(409) 772-3608,29.312115500000004,-94.7731229,Unavailable,Pending,Public Employees ,Distance Learning
Su Clinica,1706 Treasure Hills Blvd.,None,Harlingen ,TX,78550,(956) 365-6750,26.1718401,-97.667794,Unavailable,Preliminary,Public Employees Members ,In-Person
Ascent Health Coaching,2210 North Blvd.,None,Houston ,TX,77098,(713) 487-8015,29.7280076,-95.4111157,https://www.ascent-healthcoaching.com/prediabetes,Pending,Public Employees ,Distance Learning
Community Health Worker Diabetes Prevention Program,4849 Calhoun Rd.,(HBSB -1) RM 332,Houston ,TX,77204-6022,(713) 743-4136,29.7168875,-95.3389752,http://uhcommunityhealth.org/page/dpp,Preliminary,Other ,In-Person
Houston Health Department,8000 North Stadium Dr.,None,Houston ,TX,77054,(832) 393-4090,29.693355600000004,-95.4084359,http://www.houstontx.gov/dawncenter,Pending,Public Members ,In-Person
Houston Methodist,6445 Main St.,None,Houston ,TX,77030,(713) 363-7007,29.7123957,-95.3992663,Unavailable,Preliminary,Employees ,In-Person
Memorial Hermann Health System,929 Gessner Rd.,None,Houston ,TX,77024,(713) 338-5737,29.782588699999998,-95.5455686,Unavailable,Preliminary,Employees ,In-Person
"Origin Fitness and Nutrition, Inc",1414 Wood Hollow Dr.,unit 334,Houston ,TX,77057,(713) 301-8939,29.752591,-95.4993302,Unavailable,Pending,Public Employees Members ,Distance Learning
"Origin Fitness and Nutrition, Inc",1414 Wood Hollow Dr.,None,Houston ,TX,77057,(713) 301-8939,29.752591,-95.4993302,Unavailable,Pending,Public Employees Members ,In-Person
Take FLIGHT,16821 Buccaneer Ln. Suite 119,None,Houston ,TX,77058-2512,(281) 630-4825,29.55632069999999,-95.11654,Unavailable,Pending,Public ,In-Person
Take FLIGHT,16821 Buccaneer Ln. Suite 119,None,Houston ,TX,77058-2512,(281) 630-4825,29.55632069999999,-95.11654,Unavailable,Pending,Public Employees ,Distance Learning
The Center On Restorative Eating,4201 Cypress Creek Pkwy. Suite 160A,None,Houston ,TX,77068,(832) 856-9600,29.990270000000002,-95.4932339,Unavailable,Pending,Public ,In-Person
The Center On Restorative Eating,4201 Cypress Creek Pkwy.,Suite 160 A,Houston ,TX,77068,(832) 856-9600,29.990270000000002,-95.4932339,Unavailable,Pending,Public ,Combination
University of Texas Health Services,7000 Fannin,Suite 1620,Houston ,TX,77030,(713) 500-3267,29.702953700000002,-95.4031995,Unavailable,Full,Public ,In-Person
Wellness WERKS 8,13960 Hillcroft St.,Unit 1014,Houston ,TX,77085,(443) 885-0581,29.620484100000002,-95.4943372,Unavailable,Pending,Public ,Combination
YMCA of Greater Houston,"2600 North Loop West, Suite 300 ",None,Houston,TX,77092,(281) 409-6978,29.8073953,-95.44565820000001,http://ymcahouston.org,Preliminary,Public ,In-Person
Assurance Home Health Services Inc,1219 Saint Regis Dr.,None,Irving ,TX,75038,(214) 814-4116,32.8780703,-96.97055470000001,Unavailable,Pending,Public Members Other ,Distance Learning
Assurance Home Health Services Inc,1219 Saint regis Dr.,None,Irving ,TX,75038,(214) 814-4116,32.8780703,-96.97055470000001,Unavailable,Pending,Public Members ,In-Person
Perfect Lifestyle,"25722 Kingsland Blvd., Suite 205",None,Katy,TX,77494,(713) 785-1272,29.771730699999996,-95.8215804,http://perfectlifestyle.us,Full,Public ,In-Person
"Gateway Community Health Center, Inc.",1515 Pappas St.,None,Laredo ,TX,78041,(956) 523-3691,27.535660999999998,-99.4766015,Unavailable,Pending,Other ,In-Person
"Victor Nutrition, LLC",2600 South Shore Blvd.,Suite 300,League City,TX,77573,(281) 245-3349,29.543450800000002,-95.06401340000001,https://www.victornutrition.com/diabetes-prevention,Pending,Public ,Distance Learning
Diabetes Program at Christus Good Shepherd,3133 Good Shepherd Way,None,Longview ,TX,75605,(903) 323-6580,32.5489393,-94.7343821,Unavailable,Pending,Public Employees Members ,In-Person
El Milagro Clinic,901 E. Vermont Ave.,None,Mcallen ,TX,78503,(956) 213-6400,26.1814832,-98.2142064,Unavailable,Pending,Other ,In-Person
Mission Fitness,8050 TX-191,None,Odessa ,TX,79765,(432) 640-6400,31.9212592,-102.2883978,Unavailable,Pending,Public Employees Members ,In-Person
Fit for Service Wellness,1201 E. 15th St.,Suite 204,Plano ,TX,75074,(214) 335-1234,39.3570308,-94.34103990000001,http://www.fffwellness.org,Full,Public ,In-Person
"Forever Fit, LLC",8700 Preston Rd.,Ste 124,Plano ,TX,75024-3321,(972) 364-7539,33.1453778,-96.80421190000001,Unavailable,Pending,Public ,In-Person
Fit for Service Wellness,1201 W 15 St.,Suite 330,"Plano, Tx 75075",TX,75075,(469) 814-0658  Ext: 2143351234 ,34.1437338,-114.289705,https://www.ffswellness.org/diabetes-prevention-program,Pending,Public Employees Members Other ,Distance Learning
ERG Health and Wellness Services LLC,21107 Somervell Ct.,None,Richmond ,TX,77406-7167,(713) 298-6654,29.657476799999998,-95.7480436,Unavailable,Pending,Public Members ,In-Person
Reset Health Coaching,1401 Satellite Blvd,Unit 3210,Round Rock,TX,78665,(512) 736-4664,34.0063105,-84.07629859999999,Unavailable,Full,Public ,In-Person
Shannon Medical Center,120 E. Harris,None,San Angelo,TX,76903-5919,(325) 481-2388,31.465208500000003,-100.4343879,Unavailable,Pending,Public Employees ,In-Person
Acts of Hope Center,3910 West Ave.,None,San Antonio,TX,78213,(210) 757-0691,29.5010099,-98.5252443,Unavailable,Full,Public ,In-Person
Amarna Nutrition & Wellness,9323 Bartlett Fls,None,San Antonio,TX,78250,(210) 519-6039,29.516966999999998,-98.6665692,Unavailable,Pending,Public Members ,Distance Learning
San Antonio Metropolitan Health District,111 Soledad Suite 1000,None,San Antonio,TX,78205,(210) 207-4729,29.4252969,-98.49324690000002,http://www.diabeteshelpsa.com,Pending,Public Employees ,In-Person
The Social and Health Research Center,1302 S St. Marys,None,San Antonio,TX,78210,(210) 533-8886,,,Unavailable,Preliminary,Public ,In-Person
YMCA of Greater San Antonio,231 E. Rhapsody,None,San Antonio,TX,78216,(210) 246-9600,29.542475300000003,-98.4922642,http://www.ymcasatx.org,Preliminary,Public ,In-Person
"Fit & Well, MD",6617 FM 2920,Suite 100,Spring ,TX,77379,(281) 729-6481,30.073222899999998,-95.52579490000001,Unavailable,Pending,Public ,In-Person
Baylor Scott and White/Temple,2401 S 31st St,None,Temple ,TX,76508,(254) 724-3827,31.0776472,-97.3639792,Unavailable,Pending,Public ,In-Person
UT Health Science Center at Tyler,11937 U.S. Hwy. 271,None,Tyler ,TX,75708,(903) 877-5053,32.4260234,-95.2134011,Unavailable,Pending,Public Employees ,In-Person
FourPoints Community Health Centers,440 N Paiute Dr.,None,Cedar City,UT,84721,(435) 586-1112  Ext: 317 ,37.6850231,-113.05780390000001,Unavailable,Pending,Public ,In-Person
