Name,Address Line 1,Address Line 2,City,State,Zip,Phone,Web Address,Recognition Status,Class open To,Delivery Mode
YMCA of Metropolitan Dallas,601 N. Akard St,,Dallas,TX,75201,(469) 276-8419,https://ymcadallas.org/healthy_living/health_well-being__fitness/diabetes_prevention,Full,Public ,In-Person
Bienvivir Senior Health Services,2300 McKinley,,El Paso,TX,79930,(915) 562-3444,,Preliminary,Public ,In-Person
Project Vida Health Center,3607 Rivera Ave.,,El Paso,TX,79905,(915) 533-7057  Ext: 340 ,,Full,Public ,In-Person
Trinity Health Coaching,7362 Remcon Cir.,,El Paso,TX,79912,(915) 861-6758,https://www.trinityhealthcoaching.com/cdc,Pending,Public ,In-Person
BalanceLife a Division of JCOM,3320 Chalmette Ct.,,Forest Hill,TX,76140,(682) 551-0568,,Pending,Public ,In-Person
YMCA of Metropolitan Fort Worth,512 Lamar Street  Suite 400,,Fort Worth,TX,76102,(817) 335-9622,http://www.ymcafw.org,Preliminary,Public ,In-Person
Hometown Pharmacy,1201 Olive St,,Gainesville,TX,76240,(940) 668-7384,http://www.hometownpharmacytx.com,Full,Public ,In-Person
University of Texas Medical Branch,301 University Blvd.,,Galveston ,TX,77555-1060,(409) 772-1101,http://www.utmb.edu,Full,Public ,In-Person
University of Texas Medical Branch,301 University Blvd.,,Galveston ,TX,77555,(409) 772-3608,,Pending,Public Employees ,Distance Learning
Su Clinica,1706 Treasure Hills Blvd.,,Harlingen ,TX,78550,(956) 365-6750,,Preliminary,Public Employees Members ,In-Person
Ascent Health Coaching,2210 North Blvd.,,Houston ,TX,77098,(713) 487-8015,https://www.ascent-healthcoaching.com/prediabetes,Pending,Public Employees ,Distance Learning
Community Health Worker Diabetes Prevention Program,4849 Calhoun Rd.,(HBSB -1) RM 332,Houston ,TX,77204-6022,(713) 743-4136,http://uhcommunityhealth.org/page/dpp,Preliminary,Other ,In-Person
Houston Health Department,8000 North Stadium Dr.,,Houston ,TX,77054,(832) 393-4090,http://www.houstontx.gov/dawncenter,Pending,Public Members ,In-Person
Houston Methodist,6445 Main St.,,Houston ,TX,77030,(713) 363-7007,,Preliminary,Employees ,In-Person
Memorial Hermann Health System,929 Gessner Rd.,,Houston ,TX,77024,(713) 338-5737,,Preliminary,Employees ,In-Person
"Origin Fitness and Nutrition, Inc",1414 Wood Hollow Dr.,unit 334,Houston ,TX,77057,(713) 301-8939,,Pending,Public Employees Members ,Distance Learning
"Origin Fitness and Nutrition, Inc",1414 Wood Hollow Dr.,,Houston ,TX,77057,(713) 301-8939,,Pending,Public Employees Members ,In-Person
Take FLIGHT,16821 Buccaneer Ln. Suite 119,,Houston ,TX,77058-2512,(281) 630-4825,,Pending,Public ,In-Person
Take FLIGHT,16821 Buccaneer Ln. Suite 119,,Houston ,TX,77058-2512,(281) 630-4825,,Pending,Public Employees ,Distance Learning
The Center On Restorative Eating,4201 Cypress Creek Pkwy. Suite 160A,,Houston ,TX,77068,(832) 856-9600,,Pending,Public ,In-Person
The Center On Restorative Eating,4201 Cypress Creek Pkwy.,Suite 160 A,Houston ,TX,77068,(832) 856-9600,,Pending,Public ,Combination
University of Texas Health Services,7000 Fannin,Suite 1620,Houston ,TX,77030,(713) 500-3267,,Full,Public ,In-Person
Wellness WERKS 8,13960 Hillcroft St.,Unit 1014,Houston ,TX,77085,(443) 885-0581,,Pending,Public ,Combination
YMCA of Greater Houston,"2600 North Loop West, Suite 300 ",,Houston,TX,77092,(281) 409-6978,http://ymcahouston.org,Preliminary,Public ,In-Person
Assurance Home Health Services Inc,1219 Saint Regis Dr.,,Irving ,TX,75038,(214) 814-4116,,Pending,Public Members Other ,Distance Learning
Assurance Home Health Services Inc,1219 Saint regis Dr.,,Irving ,TX,75038,(214) 814-4116,,Pending,Public Members ,In-Person
Perfect Lifestyle,"25722 Kingsland Blvd., Suite 205",,Katy,TX,77494,(713) 785-1272,http://perfectlifestyle.us,Full,Public ,In-Person
"Gateway Community Health Center, Inc.",1515 Pappas St.,,Laredo ,TX,78041,(956) 523-3691,,Pending,Other ,In-Person
"Victor Nutrition, LLC",2600 South Shore Blvd.,Suite 300,League City,TX,77573,(281) 245-3349,https://www.victornutrition.com/diabetes-prevention,Pending,Public ,Distance Learning
Diabetes Program at Christus Good Shepherd,3133 Good Shepherd Way,,Longview ,TX,75605,(903) 323-6580,,Pending,Public Employees Members ,In-Person
El Milagro Clinic,901 E. Vermont Ave.,,Mcallen ,TX,78503,(956) 213-6400,,Pending,Other ,In-Person
Mission Fitness,8050 TX-191,,Odessa ,TX,79765,(432) 640-6400,,Pending,Public Employees Members ,In-Person
Fit for Service Wellness,1201 E. 15th St.,Suite 204,Plano ,TX,75074,(214) 335-1234,http://www.fffwellness.org,Full,Public ,In-Person
"Forever Fit, LLC",8700 Preston Rd.,Ste 124,Plano ,TX,75024-3321,(972) 364-7539,,Pending,Public ,In-Person
Fit for Service Wellness,1201 W 15 St.,Suite 330,"Plano, Tx 75075",TX,75075,(469) 814-0658  Ext: 2143351234 ,https://www.ffswellness.org/diabetes-prevention-program,Pending,Public Employees Members Other ,Distance Learning
ERG Health and Wellness Services LLC,21107 Somervell Ct.,,Richmond ,TX,77406-7167,(713) 298-6654,,Pending,Public Members ,In-Person
Reset Health Coaching,1401 Satellite Blvd,Unit 3210,Round Rock,TX,78665,(512) 736-4664,,Full,Public ,In-Person
Shannon Medical Center,120 E. Harris,,San Angelo,TX,76903-5919,(325) 481-2388,,Pending,Public Employees ,In-Person
Acts of Hope Center,3910 West Ave.,,San Antonio,TX,78213,(210) 757-0691,,Full,Public ,In-Person
Amarna Nutrition & Wellness,9323 Bartlett Fls,,San Antonio,TX,78250,(210) 519-6039,,Pending,Public Members ,Distance Learning
San Antonio Metropolitan Health District,111 Soledad Suite 1000,,San Antonio,TX,78205,(210) 207-4729,http://www.diabeteshelpsa.com,Pending,Public Employees ,In-Person
The Social and Health Research Center,1302 S St. Marys,,San Antonio,TX,78210,(210) 533-8886,,Preliminary,Public ,In-Person
YMCA of Greater San Antonio,231 E. Rhapsody,,San Antonio,TX,78216,(210) 246-9600,http://www.ymcasatx.org,Preliminary,Public ,In-Person
"Fit & Well, MD",6617 FM 2920,Suite 100,Spring ,TX,77379,(281) 729-6481,,Pending,Public ,In-Person
Baylor Scott and White/Temple,2401 S 31st St,,Temple ,TX,76508,(254) 724-3827,,Pending,Public ,In-Person
UT Health Science Center at Tyler,11937 U.S. Hwy. 271,,Tyler ,TX,75708,(903) 877-5053,,Pending,Public Employees ,In-Person
FourPoints Community Health Centers,440 N Paiute Dr.,,Cedar City,UT,84721,(435) 586-1112  Ext: 317 ,,Pending,Public ,In-Person
Academy Mortgage Corporation,339 West 13490 South,,Draper ,UT,84020,(801) 233-7199,,Pending,Employees ,In-Person
Wasatch County Health Department,55 South 500 East,,Heber City,UT,84032,(435) 657-3260,,Pending,Public ,In-Person
Nutrition Factors Inc.,2247 East 3700 North,,Layton ,UT,84040,(801) 660-9681,,Pending,Public ,Combination
Bear River Health Department,655 East 1300 North,,Logan ,UT,84332,(435) 792-6500,http://www.brhd.org,Full,Public ,In-Person
Southeast Utah Health Department,575 S Kane Creek Blvd.,,Moab ,UT,84532,(435) 259-5602  Ext: 0329 ,http://www.seuhealth.com/prevent-t2,Pending,Public ,In-Person
"Utah Navajo Health System, Inc.",Po Box 130,,Montezuma Creek,UT,84534,(435) 651-3291,,Pending,Public Employees ,In-Person
Summit County Health Department,650 Round Valley Dr.,,Park City,UT,84060,(435) 333-1509,http://www.summitcountyhealth.org,Full,Public ,In-Person
Utah County Health Department,151 South University Ave. Suite 2700,,Provo ,UT,84601,(801) 851-7014,,Preliminary,Public ,In-Person
ARUP Laboratories Family Health Clinic,500 Chipeta Way,,Salt Lake City,UT,84103,(801) 584-5144,http://www.aruplab.com/clinic,Full,Employees Members ,In-Person
DMBA,"150 Social Hall Ave., Suite 170",,Salt Lake City,UT,84111,(801) 578-5742,,Full,Employees ,In-Person
Intermountain Healthcare,36 South State St.,,Salt Lake City,UT,84111,(801) 507-3253,,Full,Public ,In-Person
Magellan Health,170 South Main,,Salt Lake City,UT,84124,(801) 503-0317,,Pending,Members ,Distance Learning
Mentes Activas,1927 S 300 E,,Salt Lake City,UT,84115,(801) 651-6773,,Pending,Public ,In-Person
National Tongan American Society,3007 S. West Temple #H,,Salt Lake City,UT,84115,(801) 467-8712,,Pending,Public Other ,Distance Learning
National Tongan American Society,3007 S. West Temple,,Salt Lake City,UT,84115,(801) 467-8712,,Pending,Public ,In-Person
Salt Lake Community College,4600 South Redwood Rd.,,Salt Lake City,UT,84123,(801) 957-4401,,Preliminary,Employees Other ,In-Person
Salt Lake County Healthy Lifestyles,2001 South State St.,,Salt Lake City,UT,84190,(385) 468-4065,,Pending,Employees ,In-Person
University of Utah National Diabetes Prevention Program,"520 Wakara Way, Room 131",,Salt Lake City,UT,84108-1213,(801) 581-6696,http://healthcare.utah.edu/wellness/national-diabetes-prevention-program/,Full,Public ,In-Person
Urban Indian Ctr of Salt Lake Cedar Point Wellness,120 W 1300 S,,Salt Lake City,UT,84115,(801) 214-7667,,Preliminary,Public Other ,In-Person
TriCounty Health Department,133 S 500 E,,Vernal ,UT,84078,(432) 247-1174,,Pending,Public Employees ,In-Person
Virginia Hospital Center,601 South Carlin Springs Rd.,,Arlington ,VA,22204-1023,(703) 558-5718,http://www.virginiahospitalcenter.com/diabetes,Preliminary,Public ,In-Person
Blue Ridge Medical Center,4038 Thomas Nelson Hwy.,,Arrington ,VA,22922,(434) 263-4000,,Pending,Employees ,In-Person
Virginia Cooperative Extension,101 Hutcheson Hall,250 Drillfield,Blacksburg ,VA,24061,(540) 231-3162,http://ext.vt.edu/,Preliminary,Public ,In-Person
Be Well Program UVA,975 Peter Jefferson Pkwy. Suite 430,,Charlottesville ,VA,22911,(434) 243-6388,,Full,Employees ,In-Person
UVA Center for Diabetes Prevention and Education,450 Ray C. Hunt Dr.,,Charlottesville ,VA,22903,(434) 924-0239,http://www.med.virginia.edu/vcdpe,Full,Employees ,Distance Learning
acac Fitness and Wellness Centers,"455 Second St., SE St.e 301",,"Charlottesville, Va",VA,22902,(434) 974-9890,,Full,Public ,In-Person
Chesapeake Regional Healthcare - Lifestyle Center,"800 Battlefield Blvd., North",Diabetes Center,Chesapeake ,VA,23320,(757) 312-6132,,Full,Public Employees Members ,In-Person
My Fitness Matters,10320 Memory Ln. #B,,Chesterfield ,VA,23832,(804) 852-4543,,Pending,Public Other ,In-Person
Clinch River Health Services,17285 Veterans Memorial Hwy.,,Dungannon ,VA,24245,(276) 467-2201  Ext: 7024 ,,Pending,Public ,In-Person
Inova Center for Wellness and Metabolic Health,"2740 Prosperity Ave., Suite 200",,Fairfax ,VA,22031,(877) 511-4625,,Pending,Employees ,Distance Learning
Inova Center for Wellness and Metabolic Health,2740 Prosperity Ave.,Suite 200,Fairfax ,VA,22031,(877) 511-4625,,Preliminary,Public ,Combination
Air Force Medical Support Agency Health Promotion Program,7700 Arlington Blvd.,,Falls Church,VA,22040,(703) 681-7382,,Full,Public ,In-Person
Rappahannock Area Young Men's Christian Association,212 Butler Rd.,,Falmouth ,VA,22405,(540) 371-9622,,Full,Public Employees Other ,In-Person
Augusta Health Outpatient Diabetes and Nutrition Education,78 Medical Center Dr.,H and V Ground Floor,Fishersville ,VA,22939,(540) 213-2538,https://www.augustahealth.com/diabetes-nutrition-education,Full,Public ,In-Person
Valley Health Warren Memorial Hospital,1000 N Shenandoah Ave.,,Front Royal,VA,22630,(540) 636-0310,,Preliminary,Public ,In-Person
Sentara RMH Medical Center,2010 Health Campus Dr.,,Harrisonburg ,VA,22801,(540) 689-1182,http://www.sentara.com/harrisonburg.../sentara-rmh-medical-center.aspx,Full,Public ,In-Person
Central Virginia Health District,307 Alleghany Ave.,,Lynchburg ,VA,24501,(434) 477-5976,,Pending,Public Employees ,In-Person
Johnson Health Center,320 Federal St.,,Lynchburg ,VA,24504,(434) 947-5967  Ext: 1939 ,,Full,Other ,In-Person
YMCA of Central Virginia,801 Wyndhurst Dr.,,Lynchburg ,VA,24502,(434) 582-1900  Ext: 209 ,http://www.ymcacva.org,Full,Public ,In-Person
La Casa De La Salud,2201 Birnam Woods Ct.,,Midlithian ,VA,23112,(804) 767-9545,http://www.lacasadelasalud.org,Preliminary,Public ,In-Person
Riverside Health System,12200 Warwick Blvd.,Suite 590A,Newport News,VA,23601,(757) 534-5915,,Pending,Public Employees ,In-Person
Tidewater Physicians,860 Omni Blvd.,Suite 106,Newport News,VA,23602,(757) 232-8768,,Full,Public ,In-Person
The Healthy Living Center,"930 Majestic Ave., Suite 110",,Norfolk ,VA,23504,(757) 622-0542,http://www.hlcnorfolk.com,Full,Public ,In-Person
"Eastern Shore Rural Health Systems, Inc",20280 Market St.,,Onancock ,VA,23417,(757) 442-4819  Ext: 1320 ,,Pending,Other ,In-Person
Navy Medicine East,620 John Paul Jones Cir.,Suite 1400,Portsmouth ,VA,23708,(013) 369-6487,,Pending,Employees Other ,In-Person
Bon Secours- Sarah Garland Jones Center,2600 Nine Mile Rd.,,Richmond ,VA,23223,(804) 287-7776,,Preliminary,Public ,In-Person
Charles City Medical Group,1606 Hull St.,,Richmond ,VA,23224,(804) 230-4913  Ext: 109 ,,Pending,Other ,In-Person
The Balm In Gilead - SDFI Virginia,620 Moorefield Park Dr.,Suite 150,Richmond ,VA,23236,(804) 644-2256,,Full,Public ,In-Person
VCU Health Hub at 25th,1330 N. 25th St.,Suite A,Richmond ,VA,23223,(804) 628-6401,,Pending,Public ,In-Person
YMCA of Greater Richmond,2 West Franklin St,,Richmond,VA,23220,(804) 474-4405,http://www.ymcarichmond.org,Preliminary,Public ,In-Person
Carilion Diabetes Management,1030 S. Jefferson St.,Ste G101,Roanoke ,VA,24016,(540) 224-4360,,Pending,Employees ,In-Person
New Horizons Healthcare,3716 Melrose Ave. NW,,Roanoke ,VA,24017,(540) 362-0360  Ext: 218 ,,Pending,Public Employees Other ,In-Person
Bernard Healthcare Center - Free Clinic of Franklin County,1171 Franklin St.,(Schewel’s Plaza),Rocky Mount,VA,24151,(276) 732-8871,http://bernardhealthcare.com/,Full,Public ,In-Person
Sentara Healthcare Hampton Roads (SHHR),1060 First Colonial Rd.,,Virginia Beach/wialliamsburg 23188,VA,23454,(757) 395-8836,,Full,Public ,In-Person
Angels of Mercy Diabetes Management & Prevention Program,"7151 Richmond Rd., Suite 401",,Williamsburg,VA,23188,(757) 565-1700,,Full,Members ,In-Person
Diabetes Management Program- Winchester Medical Center,333 West Cork St.,Suite 100,Winchester ,VA,22601,(540) 536-5108,,Full,Public ,In-Person
St. Mary's Health Wagon,5626 Patriot Dr.,,Wise ,VA,24293,(276) 328-8850,http://www.thehealthwagon.org,Preliminary,Public ,In-Person
Valley Health Shenandoah Memorial Hospital,759 South Main St.,,Woodstock ,VA,22664,(540) 459-1252,,Full,Public ,In-Person
Peninsula Metropolitan YMCA,101 Long Green Blvd.,,Yorktown ,VA,23696-4139,(757) 298-7897,http://www.peninsulaymca.org/diabetes/,Preliminary,Public Employees ,In-Person
U.S. Virgin Islands Department of Health,3500 Estate Richmond,,Christiansted ,VI,00820-4370,(340) 774-7477  Ext: 5675 ,,Preliminary,Public Employees ,In-Person
State of Vermont,"Blueprint For Health, Department of Vermont Health Access","NOB 1 South, 280 State Dr.",Waterbury ,VT,05671-1010,(802) 241-0263,,Preliminary,Public Employees ,In-Person
State of Vermont,"Blueprint for Health, Department of Vermont Health Access","NOB 1 South, 280 State Dr.",Waterbury ,VT,05671-1010,(802) 241-0232,,Pending,Public Employees ,Distance Learning
Whatcom Family YMCA,1256 N. State St.,,Bellingham ,WA,98225,(360) 255-0445,,Preliminary,Public ,In-Person
WSU Extension - Skagit and Whatcom Counties,"1000 No. Forest, Suite 201",,Bellingham,WA,98225,(360) 676-6736,http://www.whatcom.wsu.edu/fch,Full,Public Employees ,In-Person
Washington State University Extension Grays Harbor County,32 Elma McCleary Rd.,,Elma ,WA,98541,(360) 482-2934,http://extension.wsu.edu/graysharbor/,Full,Public ,In-Person
YMCA of Snohomish County,2720 Rockefeller,,Everett,WA,98201,(360) 805-1879,http://www.ymca-snoco.org,Preliminary,Public ,In-Person
Ocean Beach Hospital & Medical Clinics,174 1st Ave. N,,Ilwaco ,WA,98624,(360) 642-3181,,Full,Public ,In-Person
Providence Medical Group SW WA,4800 College St.  SE,,Lacey ,WA,98503,(360) 493-7567,,Full,Public ,In-Person
Columbia Basin Health Association,1515 E. Columbia St.,,Othello ,WA,99344,(509) 488-5256,,Pending,Public Employees Other ,In-Person
Tri-Cities Community Health,800 West Ct. St.,,Pasco ,WA,99301-1223,(509) 547-2204,,Full,Public ,In-Person
Brook Health LLC,311 1/2 Occidental Ave South,,Seattle,WA,98104,(888) 291-7245,,Full,Public ,OnLine
Brook Health LLC,311 1/2 Occidental Ave. South,STE 210,Seattle ,WA,98104,(425) 442-1572,,Preliminary,Public Employees Members ,In-Person
IMB LLC,615 Second Avenue,Suite 150,Seattle,WA,98104,(425) 894-7009,http://www.healthslate.com,Preliminary,Public ,OnLine
Informational Diabetes Prevention LLC,311 1/2 Occidental Ave South,,Seattle ,WA,98104,(888) 291-7245,,Preliminary,Members ,In-Person
Sea Mar Community Health Centers,1040 S. Henderson St.,,Seattle ,WA,98108,(360) 503-4106,,Pending,Public Other ,In-Person
YMCA of Greater Seattle,909 4th Avenue,,Seattle,WA,98104,(206) 233-1637,http://www.seattleymca.org,Full,Public ,In-Person
Mason General Hospital,901 Mountain View Dr.,,Shelton ,WA,98584-5001,(360) 427-7332,,Preliminary,Public ,In-Person
Inland Northwest Health Services,501 N Riverpoint,,Spokane ,WA,99202,(509) 232-8138,http://wellness.inhs.org,Full,Public ,In-Person
YMCA of Pierce and Kitsap Counties,4717 S 19th St Ste 201,,Tacoma,WA,98405,(253) 460-8865,,Full,Public ,In-Person
Yakama Indian Health Service Healthy Heart Program,401 Buster Rd.,,Toppenish ,WA,98948,(509) 865-2102  Ext: 299 ,,Preliminary,Public ,In-Person
Prediabetes And Me,PO Box 5666,,Vancouver ,WA,98661,(360) 718-0037,https://prediabetesandme.com/,Pending,Public ,Distance Learning
SACR Diabetes Prevention Program,2312 NE 129th Street,,Vancouver ,WA,98686,(360) 546-8049,,Full,Public ,In-Person
WSU Extension Clark County,1919 NE 78th St.,,Vancouver ,WA,98665,(360) 397-6060  Ext: 5700 ,http://ext100.wsu.edu/clark/,Full,Public Employees Other ,In-Person
Providence St. Mary Medical Center,Education Department,401 W. Poplar,Walla Walla,WA,99362,(509) 897-2821,,Full,Public ,In-Person
Washington State University Extension - Douglas County,203 South Rainier,Box 550,Waterville ,WA,98858,(509) 745-8531,,Full,Public ,In-Person
Virginia Mason Memorial,2811 Tieton Dr.,,Yakima ,WA,98902,(509) 249-5317,http://yakimamemorial.org,Full,Public ,In-Person
Yakima Neighborhood Health Services,12 S. 8th St.,,Yakima ,WA,98907-2605,(509) 454-4143,,Full,Members ,In-Person
Mosaic Family Health,229 S. Morrison St.,,Appleton ,WI,54911,(920) 832-2783,,Pending,Other ,In-Person
ThedaCare,122 E College Ave.,,Appleton ,WI,54911,(920) 225-1242,,Full,Public ,In-Person
Beaver Dam Hometown Pharmacy,609 N Spring St.,,Beaver Dam,WI,53916,(920) 356-1500,,Full,Public ,In-Person
Ho-Chunk Nation Health and Wellness,N6520 Lumberjack Guy Rd.,,Black River Falls,WI,54615,(715) 284-9851  Ext: 5385 ,,Preliminary,Public ,In-Person
MyNP Professionals LLC,5050 west Brown Deer Rd.,,Brown Deer,WI,53223-2424,(414) 874-5000,,Pending,Public ,Distance Learning
MyNPCare Professionals Incorporated,5050 West Brown Deer Rd.,,Brown Deer,WI,53223-2424,(414) 874-5000,,Pending,Public ,Combination
"Cumberland Memorial Hospital, Inc",1110 7th Ave.,,Cumberland ,WI,54829,(715) 822-7500,,Pending,Public Employees ,Distance Learning
"Cumberland Memorial Hospital, Inc",1110 7th Ave.,,Cumberland ,WI,54829,(715) 822-7072,http://www.cumberlandhealthcare.com,Full,Public Members ,In-Person
Eau Claire YMCA,700 Graham Ave.,,Eau Claire,WI,54701,(715) 836-8460,http://www.eauclaireymca.org/,Full,Public ,In-Person
Ascension Wisconsin,400 W. River Woods Pkwy.,,Glendale ,WI,53212,(414) 447-2391,http://www.mywheaton.org,Full,Public ,In-Person
Balance Fitness and Wellness LLC,4170 N Port Washington Rd.,,Glendale ,WI,53222,(414) 405-2855,,Pending,Public ,Distance Learning
"Bellin Memorial Hospital, Inc.",744 S. Webster Ave.,,Green Bay,WI,54301,(920) 433-6050,,Pending,Public Employees ,In-Person
La Crosse Area Family YMCA,1140 Main Street,,La Crosse,WI,54601,(608) 782-9622,http://www.laxymca.org ,Full,Public Other ,In-Person
